25.Q2.5																				
																				
PmEvent Name	Event Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Description	Parameter Type	MANDATORY	DeprecatedSince	ReasonForDeprecation	UNIT	UsedSubrange	SupportedBands	SupportedDeployments	License	LimitationReason	EventParameterStatus	Filters	Filter Description	Filter DeprecatedSince	Filter ReasonForDeprecation	Filter Status
DuF1UeContextSetupRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	asn1	7	Payload	ASN.1-encoded UE CONTEXT SETUP REQUEST message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupRequest	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1UeContextSetupResponse	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1UeContextSetupResponse	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1UeContextSetupResponse	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1UeContextSetupResponse	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1UeContextSetupResponse	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1UeContextSetupResponse	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextSetupResponse	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuF1UeContextSetupResponse	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	asn1	7	Payload	ASN.1-encoded UE CONTEXT SETUP RESPONSE message.	Asn1Message	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not verified for NR SA	USED					
DuF1UeContextSetupResponse	serving_plmn_id	8	Payload	"PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	EN-DC, NR SA	N/A	Not supported in HB SA	USED					
DuF1WriteReplaceWarningRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1WriteReplaceWarningRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1WriteReplaceWarningRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1WriteReplaceWarningRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1WriteReplaceWarningRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1WriteReplaceWarningRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningRequest	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningRequest	asn1	5	Payload	ASN.1-encoded F1AP WRITE-REPLACE WARNING REQUEST message.	Asn1Message	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningResponse	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuF1WriteReplaceWarningResponse	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuF1WriteReplaceWarningResponse	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuF1WriteReplaceWarningResponse	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuF1WriteReplaceWarningResponse	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuF1WriteReplaceWarningResponse	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size three, where digits 0 to 9 are encoded 0000 to 1001.

Following digits are encoded in an octet:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit if needed.

PLMN identity consists of three digits from Mobile Country Code (MCC), followed by one of following combinations:
- In case of a two-digit MNC, one filler digit, plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningResponse	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningResponse	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningResponse	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuF1WriteReplaceWarningResponse	asn1	5	Payload	ASN.1-encoded F1AP WRITE-REPLACE WARNING RESPONSE message.	Asn1Message	Y					Low-band, Mid-band	NR SA, CR NR SA	N/A	Not supported in MSRBS	USED					
DuRrcReestablishmentRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuRrcReestablishmentRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuRrcReestablishmentRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuRrcReestablishmentRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuRrcReestablishmentRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuRrcReestablishmentRequest	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuRrcReestablishmentRequest	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuRrcReestablishmentRequest	main_plmn_id	1	Payload	"Main PLMN identifier.

Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	gnb_du_id	3	Payload	The gNodeB-DU identifier.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	nci	5	Payload	NR cell identity. See 3GPP TS 38.300.	int64	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	global_gnb_id	6	Payload	"Global gNodeB identifier. Consists of gNodeB identifier and PLMN identifier.

PLMN identifier encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.

In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.

PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	GlobalGnbId	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReestablishmentRequest	asn1	7	Payload	ASN.1-encoded RRCReestablishmentRequest message.	Asn1Message	Y					Low-band, Mid-band	NR SA	N/A		USED					
DuRrcReject	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuRrcReject	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuRrcReject	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuRrcReject	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuRrcReject	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuRrcReject	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuRrcReject	trace_recording_session_reference	8	PmEventHeader	Unique session ID for UE as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
DuRrcReject	main_plmn_id	1	Payload	"Main PLMN identifier.
Encoded as an octet string of size 3, following apply:
- Digits 0 to 9, encoded 0000 to 1001.
In each octet, two digits are encoded:
- Bits 4 to 1 of octet n encode digit 2n-1.
- Bits 8 to 5 of octet n encode digit 2n.
- 1111 is used as filler digit.
PLMN identity consists of three digits from MCC succeeded by one of following variations:
- In case of a two-digit MNC, one filler digit plus two digits from MNC.
- In case of a three-digit MNC, three digits from MNC.
"	bytes	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcReject	gnb_id	2	Payload	The gNodeB identifier.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcReject	gnb_du_id	3	Payload	The gNodeB DU identifier.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcReject	gnb_id_length	4	Payload	Length of gNodeB ID bit string representation.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcReject	nci	5	Payload	NR cell identity. See TS 38.300.	int64	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcReject	asn1	6	Payload	ASN.1 encoded RRCReject message.	Asn1Message	Y					Low-band, Mid-band, High-band	NR SA	N/A		USED					
DuRrcResumeRequest	time_stamp	1	PmEventHeader	Milliseconds since epoch.	int64	Y							N/A		USED					
DuRrcResumeRequest	system_uuid	2	PmEventHeader	System Universally Unique Identifier.	bytes	Y							N/A		USED					
DuRrcResumeRequest	compute_name	3	PmEventHeader	Compute name associated with compute resource in ME.	string	Y							N/A		USED					
DuRrcResumeRequest	network_managed_element	4	PmEventHeader	Network identity of ME.	string	Y							N/A		USED					
DuRrcResumeRequest	pm_event_job_ids	5	PmEventHeader	Jobs subscribing to event.	repeated <int64>	Y							N/A		USED					
DuRrcResumeRequest	trace_reference	7	PmEventHeader	Globally unique trace reference as defined in 3GPP TS 32.422.	bytes	Y							N/A		USED					
